event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-11-01 00:01:56+00:00,view,16700794,2053013559901684381,furniture.kitchen.chair,fly,17.25,546273062,0bed87a3-7bce-4222-ba0d-314316dca5f8
2019-11-01 00:02:20+00:00,view,13600340,2053013557477376525,furniture.bathroom.bath,,70.27,518656487,a4fa3765-f630-436d-804d-cf768cee37de
2019-11-01 00:02:24+00:00,view,16700656,2053013559901684381,furniture.kitchen.chair,domini,30.89,546273062,0bed87a3-7bce-4222-ba0d-314316dca5f8
2019-11-01 00:02:27+00:00,view,13600340,2053013557477376525,furniture.bathroom.bath,,70.27,518656487,a4fa3765-f630-436d-804d-cf768cee37de
2019-11-01 00:02:35+00:00,view,16900119,2053013558433677895,furniture.kitchen.table,,57.38,548523725,9f4e068b-d942-40c1-879f-e0de101e6157
2019-11-01 00:02:46+00:00,view,16700584,2053013559901684381,furniture.kitchen.chair,barneo,33.21,546273062,0bed87a3-7bce-4222-ba0d-314316dca5f8
2019-11-01 00:02:46+00:00,view,13600068,2053013557477376525,furniture.bathroom.bath,cersanit,111.46,518656487,a4fa3765-f630-436d-804d-cf768cee37de
2019-11-01 00:03:06+00:00,view,42300030,2095518921321874323,furniture.living_room.cabinet,,257.15,562234311,4cbd502f-b1df-4bcf-a1cb-78bb18c37e70
2019-11-01 00:03:07+00:00,view,16700656,2053013559901684381,furniture.kitchen.chair,domini,30.89,546273062,0bed87a3-7bce-4222-ba0d-314316dca5f8
2019-11-01 00:03:18+00:00,view,13600068,2053013557477376525,furniture.bathroom.bath,cersanit,111.46,518656487,a4fa3765-f630-436d-804d-cf768cee37de
2019-11-01 00:03:37+00:00,view,16700057,2053013559901684381,furniture.kitchen.chair,domini,97.81,546273062,0bed87a3-7bce-4222-ba0d-314316dca5f8
2019-11-01 00:03:39+00:00,view,13500073,2053013557099889147,furniture.bedroom.bed,,46.59,518780843,aa806835-b14c-45af-9538-cd4d1849be3e
2019-11-01 00:03:40+00:00,view,14701857,2053013557133443581,furniture.living_room.cabinet,,100.62,553810426,fbfa1599-912b-4d6a-8749-49a2ab78cdd7
2019-11-01 00:03:49+00:00,view,16700794,2053013559901684381,furniture.kitchen.chair,fly,17.25,546273062,0bed87a3-7bce-4222-ba0d-314316dca5f8
2019-11-01 00:03:54+00:00,view,16700057,2053013559901684381,furniture.kitchen.chair,domini,97.81,546273062,0bed87a3-7bce-4222-ba0d-314316dca5f8
2019-11-01 00:03:56+00:00,view,13600068,2053013557477376525,furniture.bathroom.bath,cersanit,111.46,518656487,a4fa3765-f630-436d-804d-cf768cee37de
2019-11-01 00:04:08+00:00,view,16700255,2053013559901684381,furniture.kitchen.chair,,13.1,546273062,0bed87a3-7bce-4222-ba0d-314316dca5f8
2019-11-01 00:04:22+00:00,view,13500336,2053013557099889147,furniture.bedroom.bed,,102.94,518780843,aa806835-b14c-45af-9538-cd4d1849be3e
2019-11-01 00:04:27+00:00,view,16700794,2053013559901684381,furniture.kitchen.chair,fly,17.25,546273062,0bed87a3-7bce-4222-ba0d-314316dca5f8
2019-11-01 00:04:31+00:00,view,14701435,2053013557133443581,furniture.living_room.cabinet,,205.9,566281143,2b7a82b6-b5b4-4d5c-a098-d5695ea08dc7
2019-11-01 00:04:41+00:00,view,14700405,2053013557133443581,furniture.living_room.cabinet,,189.17,553810426,fbfa1599-912b-4d6a-8749-49a2ab78cdd7
2019-11-01 00:04:48+00:00,view,13201002,2053013557192163841,furniture.bedroom.bed,stendmebel,176.04,561747305,a31f965d-833f-4d98-890b-db5c883dd3b6
2019-11-01 00:04:49+00:00,view,13200019,2053013557192163841,furniture.bedroom.bed,sv,386.37,560134869,a48a30b6-61b5-4816-8fe6-d9e69b65aed4
2019-11-01 00:05:00+00:00,view,16800233,2053013558316237377,furniture.kitchen.table,,48.65,514035946,15895da2-d040-4b2c-b9a6-d1820239dbc5
2019-11-01 00:05:06+00:00,view,16700255,2053013559901684381,furniture.kitchen.chair,,13.1,546273062,0bed87a3-7bce-4222-ba0d-314316dca5f8
2019-11-01 00:05:10+00:00,view,42300010,2095518921321874323,furniture.living_room.cabinet,,284.95,518661417,f0cef6d5-325d-49c8-a64d-a744bac08736
2019-11-01 00:05:10+00:00,view,13200019,2053013557192163841,furniture.bedroom.bed,sv,386.37,563981983,5f1d95d7-0386-48bb-a51c-fdde65765cc6
2019-11-01 00:05:11+00:00,view,16700057,2053013559901684381,furniture.kitchen.chair,domini,97.81,546273062,0bed87a3-7bce-4222-ba0d-314316dca5f8
2019-11-01 00:05:17+00:00,view,13200941,2053013557192163841,furniture.bedroom.bed,sv,257.15,560134869,a48a30b6-61b5-4816-8fe6-d9e69b65aed4
2019-11-01 00:05:18+00:00,view,16700235,2053013559901684381,furniture.kitchen.chair,,41.16,546273062,0bed87a3-7bce-4222-ba0d-314316dca5f8
2019-11-01 00:05:28+00:00,view,13500300,2053013557099889147,furniture.bedroom.bed,,31.38,518780843,aa806835-b14c-45af-9538-cd4d1849be3e
2019-11-01 00:05:29+00:00,view,16700960,2053013559901684381,furniture.kitchen.chair,zeta,6.41,546273062,0bed87a3-7bce-4222-ba0d-314316dca5f8
2019-11-01 00:05:49+00:00,view,16800324,2053013558316237377,furniture.kitchen.table,mamadoma,215.71,566255262,173d7b72-1db7-4638-8207-be8148bf3c9f
2019-11-01 00:06:09+00:00,view,16700794,2053013559901684381,furniture.kitchen.chair,fly,17.25,546273062,0bed87a3-7bce-4222-ba0d-314316dca5f8
2019-11-01 00:06:14+00:00,view,16700845,2053013559901684381,furniture.kitchen.chair,zeta,16.96,551646978,4b2bd2c7-2dba-4853-a7bc-a6a35cca1d6c
2019-11-01 00:06:14+00:00,view,13200941,2053013557192163841,furniture.bedroom.bed,sv,257.15,563981983,5f1d95d7-0386-48bb-a51c-fdde65765cc6
2019-11-01 00:06:24+00:00,view,13200019,2053013557192163841,furniture.bedroom.bed,sv,386.37,560134869,a48a30b6-61b5-4816-8fe6-d9e69b65aed4
2019-11-01 00:06:28+00:00,view,17200570,2053013559792632471,furniture.living_room.sofa,,437.33,513565573,6b3c2062-9ee1-4b0b-b906-fe5efbb940d3
2019-11-01 00:06:32+00:00,view,16700845,2053013559901684381,furniture.kitchen.chair,zeta,16.96,551646978,4b2bd2c7-2dba-4853-a7bc-a6a35cca1d6c
2019-11-01 00:06:34+00:00,view,13500066,2053013557099889147,furniture.bedroom.bed,,66.9,518780843,aa806835-b14c-45af-9538-cd4d1849be3e
2019-11-01 00:06:39+00:00,view,13200785,2053013557192163841,furniture.bedroom.bed,,640.17,565083463,89bad494-b844-4847-9cdc-ef03ad1afb10
2019-11-01 00:06:47+00:00,view,16700845,2053013559901684381,furniture.kitchen.chair,zeta,16.96,551646978,4b2bd2c7-2dba-4853-a7bc-a6a35cca1d6c
2019-11-01 00:06:48+00:00,view,14700583,2053013557133443581,furniture.living_room.cabinet,,236.53,553810426,fbfa1599-912b-4d6a-8749-49a2ab78cdd7
2019-11-01 00:07:00+00:00,view,13200019,2053013557192163841,furniture.bedroom.bed,sv,386.37,563981983,5f1d95d7-0386-48bb-a51c-fdde65765cc6
2019-11-01 00:07:14+00:00,view,13200785,2053013557192163841,furniture.bedroom.bed,,640.17,565083463,89bad494-b844-4847-9cdc-ef03ad1afb10
2019-11-01 00:07:16+00:00,view,13200013,2053013557192163841,furniture.bedroom.bed,sv,141.32,513680153,c192b8c7-8a34-463a-959b-14b2a38a589b
2019-11-01 00:07:35+00:00,view,16700301,2053013559901684381,furniture.kitchen.chair,,82.34,518784715,adf57aa6-b068-4c58-89f8-6e589219d135
2019-11-01 00:07:45+00:00,view,17200570,2053013559792632471,furniture.living_room.sofa,,437.33,543906197,bd845cb2-061c-4ed8-9b79-56af4024a785
2019-11-01 00:07:50+00:00,view,14701435,2053013557133443581,furniture.living_room.cabinet,,205.9,566281143,2b7a82b6-b5b4-4d5c-a098-d5695ea08dc7
2019-11-01 00:08:03+00:00,view,14700205,2053013557133443581,furniture.living_room.cabinet,sv,385.85,512840594,a6b3c24f-03b1-4a57-bc4b-56b1d980098c
2019-11-01 00:08:05+00:00,view,14701180,2053013557133443581,furniture.living_room.cabinet,,1158.33,566099065,59e2ba05-c33d-4a48-842e-d8f02ce34452
2019-11-01 00:08:10+00:00,view,16700154,2053013559901684381,furniture.kitchen.chair,,535.38,518784715,adf57aa6-b068-4c58-89f8-6e589219d135
2019-11-01 00:08:11+00:00,view,13201262,2053013557192163841,furniture.bedroom.bed,,897.84,565083463,89bad494-b844-4847-9cdc-ef03ad1afb10
2019-11-01 00:08:16+00:00,view,17200691,2053013559792632471,furniture.living_room.sofa,,543.1,513565573,6b3c2062-9ee1-4b0b-b906-fe5efbb940d3
2019-11-01 00:08:22+00:00,view,14701435,2053013557133443581,furniture.living_room.cabinet,,205.9,566281143,2b7a82b6-b5b4-4d5c-a098-d5695ea08dc7
2019-11-01 00:08:25+00:00,view,14701435,2053013557133443581,furniture.living_room.cabinet,,205.9,553810426,de7d0105-9829-475c-b23c-8e4b0c9387e6
2019-11-01 00:08:27+00:00,view,7101454,2053013555464110485,furniture.bedroom.bed,,63.54,513196139,4ad71452-7b7b-4c82-97b1-7f2ac4cc404a
2019-11-01 00:08:34+00:00,view,16700206,2053013559901684381,furniture.kitchen.chair,,108.09,518784715,adf57aa6-b068-4c58-89f8-6e589219d135
2019-11-01 00:08:38+00:00,view,13201262,2053013557192163841,furniture.bedroom.bed,,897.84,565083463,89bad494-b844-4847-9cdc-ef03ad1afb10
2019-11-01 00:08:38+00:00,view,17200691,2053013559792632471,furniture.living_room.sofa,,543.1,513565573,6b3c2062-9ee1-4b0b-b906-fe5efbb940d3
2019-11-01 00:08:45+00:00,view,17200552,2053013559792632471,furniture.living_room.sofa,,257.15,519515756,03d88430-9e25-49d4-bb35-d89bf9205d08
2019-11-01 00:08:54+00:00,view,14700575,2053013557133443581,furniture.living_room.cabinet,,385.85,512840594,a6b3c24f-03b1-4a57-bc4b-56b1d980098c
2019-11-01 00:08:56+00:00,view,13200275,2053013557192163841,furniture.bedroom.bed,brw,525.11,565762943,f33d9a2a-2ed1-464a-a116-fa239845b613
2019-11-01 00:09:03+00:00,view,17200010,2053013559792632471,furniture.living_room.sofa,,962.44,513565573,6b3c2062-9ee1-4b0b-b906-fe5efbb940d3
2019-11-01 00:09:04+00:00,view,13201267,2053013557192163841,furniture.bedroom.bed,,792.56,565083463,89bad494-b844-4847-9cdc-ef03ad1afb10
2019-11-01 00:09:18+00:00,view,13200019,2053013557192163841,furniture.bedroom.bed,sv,386.37,560134869,a48a30b6-61b5-4816-8fe6-d9e69b65aed4
2019-11-01 00:09:21+00:00,view,13201267,2053013557192163841,furniture.bedroom.bed,,792.56,565083463,89bad494-b844-4847-9cdc-ef03ad1afb10
2019-11-01 00:09:23+00:00,view,14701074,2053013557133443581,furniture.living_room.cabinet,,385.85,512840594,a6b3c24f-03b1-4a57-bc4b-56b1d980098c
2019-11-01 00:09:37+00:00,view,17200010,2053013559792632471,furniture.living_room.sofa,,962.44,513565573,6b3c2062-9ee1-4b0b-b906-fe5efbb940d3
2019-11-01 00:09:43+00:00,view,16700076,2053013559901684381,furniture.kitchen.chair,domini,77.22,518784715,adf57aa6-b068-4c58-89f8-6e589219d135
2019-11-01 00:09:48+00:00,view,13200785,2053013557192163841,furniture.bedroom.bed,,640.17,565083463,89bad494-b844-4847-9cdc-ef03ad1afb10
2019-11-01 00:09:48+00:00,view,13201002,2053013557192163841,furniture.bedroom.bed,stendmebel,176.04,538802610,7c2e7628-6ac8-4cb6-8eee-934b989d02a7
2019-11-01 00:09:57+00:00,view,13200785,2053013557192163841,furniture.bedroom.bed,,640.17,565083463,89bad494-b844-4847-9cdc-ef03ad1afb10
2019-11-01 00:10:05+00:00,view,17200502,2053013559792632471,furniture.living_room.sofa,,543.1,513565573,6b3c2062-9ee1-4b0b-b906-fe5efbb940d3
2019-11-01 00:10:11+00:00,view,17200502,2053013559792632471,furniture.living_room.sofa,,543.1,513565573,6b3c2062-9ee1-4b0b-b906-fe5efbb940d3
2019-11-01 00:10:27+00:00,view,13200405,2053013557192163841,furniture.bedroom.bed,brw,429.87,565083463,89bad494-b844-4847-9cdc-ef03ad1afb10
2019-11-01 00:10:43+00:00,view,14700405,2053013557133443581,furniture.living_room.cabinet,,189.17,538802610,7c2e7628-6ac8-4cb6-8eee-934b989d02a7
2019-11-01 00:10:48+00:00,view,13200534,2053013557192163841,furniture.bedroom.bed,,334.6,565083463,89bad494-b844-4847-9cdc-ef03ad1afb10
2019-11-01 00:11:02+00:00,view,14701532,2053013557133443581,furniture.living_room.cabinet,,154.42,562430354,9dc93551-0c1b-4822-add0-fe2407a13f4b
2019-11-01 00:11:10+00:00,view,13201327,2053013557192163841,furniture.bedroom.bed,kmk,216.2,565762943,f33d9a2a-2ed1-464a-a116-fa239845b613
2019-11-01 00:11:25+00:00,view,17200445,2053013559792632471,furniture.living_room.sofa,,512.21,566282042,9f8e214b-3193-498c-b7ce-24b124ec38a6
2019-11-01 00:11:32+00:00,view,17200441,2053013559792632471,furniture.living_room.sofa,,512.21,566282042,9f8e214b-3193-498c-b7ce-24b124ec38a6
2019-11-01 00:11:48+00:00,view,14700376,2053013557133443581,furniture.living_room.cabinet,permanence,988.42,512840594,a6b3c24f-03b1-4a57-bc4b-56b1d980098c
